Date,HT,AT,HS,AS
2015-10-17,Wanderers,Iquique,2,2
2015-10-18,Universidad de Concepcion,Universidad de Chile,4,1
2015-10-18,Colo Colo,San Marcos,0,1
2015-10-19,Unión Española,Union Calera,4,0
2015-10-24,Unión Española,O'Higgins,1,2
2015-10-24,Iquique,Antofagasta,1,1
2015-10-24,Universidad de Chile,Wanderers,0,1
2015-10-24,Union Calera,Cobresal,0,2
2015-10-24,San Marcos,San Luis,0,1
2015-10-25,Huachipato,Colo Colo,1,2
2015-10-25,Universidad Catolica,Palestino,2,0
2015-10-26,Audax Italiano,Universidad de Concepcion,2,1
2015-10-30,San Marcos,Unión Española,1,1
2015-10-31,Colo Colo,Universidad de Chile,2,0
2015-10-31,Universidad de Concepcion,Iquique,1,1
2015-10-31,O'Higgins,Antofagasta,1,1
2015-11-01,Palestino,Union Calera,1,1
2015-11-01,Cobresal,Universidad Catolica,2,5
2015-11-01,Audax Italiano,Wanderers,1,1
2015-11-02,San Luis,Huachipato,2,3
2015-11-06,Antofagasta,Palestino,0,2
2015-11-06,Universidad Catolica,San Marcos,5,1
2015-11-07,Iquique,Universidad de Chile,5,1
2015-11-07,Union Calera,San Luis,0,2
2015-11-07,Colo Colo,O'Higgins,2,1
2015-11-07,Huachipato,Cobresal,2,0
2015-11-09,Unión Española,Audax Italiano,3,2
2015-11-09,Wanderers,Universidad de Concepcion,1,2
2015-11-20,Audax Italiano,Huachipato,2,2
2015-11-21,Cobresal,Antofagasta,3,1
2015-11-21,Palestino,Colo Colo,2,0
2015-11-21,Wanderers,Unión Española,1,2
2015-11-22,Universidad de Chile,Universidad Catolica,2,2
2015-11-22,Iquique,San Marcos,2,1
2015-11-22,San Luis,O'Higgins,2,1
2015-11-23,Universidad de Concepcion,Union Calera,1,2
2015-11-26,Antofagasta,Wanderers,2,2
2015-11-26,San Marcos,Audax Italiano,0,1
2015-11-29,Universidad Catolica,San Luis,1,0
2015-11-29,Colo Colo,Universidad de Concepcion,1,0
2015-11-29,Union Calera,Universidad de Chile,1,0
2015-11-29,Unión Española,Iquique,3,0
2015-11-30,Huachipato,Palestino,0,0
2015-11-30,O'Higgins,Cobresal,2,0
2015-12-03,San Luis,Antofagasta,1,2
2015-12-05,Palestino,San Marcos,1,0
2015-12-05,Cobresal,Unión Española,3,1
2015-12-05,Universidad de Concepcion,O'Higgins,3,1
2015-12-05,Universidad de Chile,Huachipato,2,1
2015-12-05,Iquique,Union Calera,1,1
2015-12-06,Audax Italiano,Universidad Catolica,1,0
2016-01-11,Wanderers,Colo Colo,2,1
2016-01-15,O'Higgins,Union Calera,4,0
2016-01-15,San Marcos,Wanderers,0,2
2016-01-16,Colo Colo,Unión Española,1,1
2016-01-16,Huachipato,Universidad de Concepcion,3,0
2016-01-16,San Luis,Cobresal,0,0
2016-01-17,Antofagasta,Universidad de Chile,1,1
2016-01-17,Universidad Catolica,Iquique,2,2
2016-01-18,Palestino,Audax Italiano,2,1
2016-01-22,Wanderers,San Luis,3,1
2016-01-22,Iquique,Huachipato,1,1
2016-01-23,Audax Italiano,Colo Colo,0,3
2016-01-23,Universidad de Concepcion,Antofagasta,2,1
2016-01-23,Union Calera,Universidad Catolica,1,4
2016-01-24,Universidad de Chile,O'Higgins,8,1
2016-01-24,Unión Española,Palestino,1,1
2016-01-24,Cobresal,San Marcos,0,0
2016-01-27,San Luis,Universidad de Chile,1,1
2016-01-29,Antofagasta,Audax Italiano,1,2
2016-01-30,Colo Colo,Cobresal,1,0
2016-01-30,Huachipato,Unión Española,3,3
2016-01-30,San Marcos,Union Calera,0,0
2016-01-31,Universidad Catolica,Wanderers,4,2
2016-01-31,O'Higgins,Iquique,0,0
2016-02-01,Palestino,Universidad de Concepcion,3,0
2016-02-05,Wanderers,O'Higgins,3,1
2016-02-05,Audax Italiano,San Luis,1,0
2016-02-06,Universidad de Chile,San Marcos,0,0
2016-02-06,Universidad de Concepcion,Universidad Catolica,2,4
2016-02-06,Cobresal,Palestino,2,3
2016-02-07,Iquique,Colo Colo,0,0
2016-02-07,Unión Española,Antofagasta,0,2
2016-02-08,Union Calera,Huachipato,1,2
2016-02-12,Universidad Catolica,Unión Española,4,2
2016-02-13,Palestino,Universidad de Chile,2,1
2016-02-13,Cobresal,Universidad de Concepcion,1,0
2016-02-13,San Luis,Iquique,3,1
2016-02-14,Colo Colo,Antofagasta,2,1
2016-02-14,Huachipato,Wanderers,3,2
2016-02-14,San Marcos,O'Higgins,0,1
2016-02-15,Audax Italiano,Union Calera,0,0
2016-02-19,Wanderers,Palestino,0,0
2016-02-20,O'Higgins,Universidad Catolica,4,3
2016-02-20,Universidad de Chile,Audax Italiano,1,1
2016-02-20,Unión Española,San Luis,3,1
2016-02-21,Union Calera,Colo Colo,0,1
2016-02-21,Antofagasta,Huachipato,3,0
2016-02-21,Iquique,Cobresal,1,1
2016-02-22,Universidad de Concepcion,San Marcos,2,1
2016-02-26,Palestino,Iquique,2,2
2016-02-26,Universidad de Concepcion,Unión Española,3,1
2016-02-27,Colo Colo,San Luis,2,0
2016-02-27,San Marcos,Antofagasta,0,2
2016-02-28,Cobresal,Universidad de Chile,1,4
2016-02-28,Universidad Catolica,Huachipato,2,2
2016-02-28,Audax Italiano,O'Higgins,2,2
2016-02-29,Union Calera,Wanderers,3,3
2016-03-04,Antofagasta,Union Calera,3,1
2016-03-04,San Luis,Universidad de Concepcion,2,2
2016-03-05,Unión Española,Universidad de Chile,0,0
2016-03-05,Huachipato,San Marcos,1,1
2016-03-05,Wanderers,Cobresal,3,1
2016-03-05,Colo Colo,Universidad Catolica,3,0
2016-03-06,Iquique,Audax Italiano,1,1
2016-03-07,O'Higgins,Palestino,1,1
2016-03-11,Union Calera,Unión Española,2,1
2016-03-11,Iquique,Wanderers,1,2
2016-03-12,Audax Italiano,Cobresal,0,1
2016-03-12,Universidad Catolica,Antofagasta,2,1
2016-03-12,Huachipato,O'Higgins,0,1
2016-03-13,San Marcos,Colo Colo,1,0
2016-03-13,Universidad de Chile,Universidad de Concepcion,1,1
2016-03-14,Palestino,San Luis,2,2
2016-03-18,O'Higgins,Unión Española,0,0
2016-03-19,Palestino,Universidad Catolica,0,1
2016-03-19,Antofagasta,Iquique,2,3
2016-03-19,Universidad de Concepcion,Audax Italiano,2,0
2016-03-20,San Luis,San Marcos,1,1
2016-03-20,Cobresal,Union Calera,0,0
2016-04-02,Wanderers,Universidad de Chile,5,4
2016-04-02,Colo Colo,Huachipato,1,1
2016-03-20,Universidad de Chile,Colo Colo,0,0
2016-04-02,Iquique,Universidad de Concepcion,3,1
2016-04-02,Union Calera,Palestino,1,1
2016-04-03,Antofagasta,O'Higgins,0,2
2016-04-03,Universidad Catolica,Cobresal,1,0
2016-04-04,Unión Española,San Marcos,1,1
2016-04-05,Huachipato,San Luis,3,3
2016-04-06,Wanderers,Audax Italiano,2,2
2016-04-08,Universidad de Chile,Iquique,2,1
2016-04-09,Palestino,Antofagasta,0,2
2016-04-09,Cobresal,Huachipato,3,2
2016-04-10,O'Higgins,Colo Colo,3,0
2016-04-10,San Luis,Union Calera,3,1
2016-04-10,Audax Italiano,Unión Española,1,1
2016-04-10,San Marcos,Universidad Catolica,3,2
2016-04-11,Universidad de Concepcion,Wanderers,1,0
2016-04-16,Antofagasta,Cobresal,2,1
2016-04-16,Huachipato,Audax Italiano,0,3
2016-04-16,Unión Española,Wanderers,2,2
2016-04-17,San Marcos,Iquique,0,1
2016-04-17,Union Calera,Universidad de Concepcion,1,2
2016-04-20,Colo Colo,Palestino,1,3
2016-04-20,O'Higgins,San Luis,4,3
2016-04-23,Universidad Catolica,Universidad de Chile,2,1
2016-04-23,Palestino,Huachipato,1,1
2016-04-23,Audax Italiano,San Marcos,0,0
2016-04-23,Iquique,Unión Española,2,3
2016-04-24,Universidad de Concepcion,Colo Colo,0,2
2016-04-24,Cobresal,O'Higgins,2,3
2016-04-24,Wanderers,Antofagasta,1,1
2016-04-26,Universidad de Chile,Union Calera,2,2
2016-04-26,San Luis,Universidad Catolica,1,0
2016-04-29,Union Calera,Iquique,2,4
2016-04-29,Huachipato,Universidad de Chile,4,2
2016-04-29,Unión Española,Cobresal,1,1
2016-04-29,Antofagasta,San Luis,1,1
2016-04-29,San Marcos,Palestino,2,3
2016-04-30,Colo Colo,Wanderers,2,1
2016-04-30,O'Higgins,Universidad de Concepcion,1,2
2016-04-30,Universidad Catolica,Audax Italiano,2,1
2016-07-29,San Luis,O'Higgins,0,1
2016-07-30,Wanderers,Universidad de Chile,1,0
2016-07-30,Universidad Catolica,Cobresal,1,1
2016-07-30,Huachipato,Audax Italiano,3,1
2016-07-31,Iquique,Everton,3,1
2016-07-31,Colo Colo,Unión Española,1,2
2016-07-31,Universidad de Concepcion,Palestino,1,0
2016-07-31,Antofagasta,Temuco,0,2
2016-08-05,Cobresal,Wanderers,1,1
2016-08-05,O'Higgins,Universidad Catolica,1,1
2016-08-06,Palestino,Huachipato,2,1
2016-08-06,Universidad de Chile,Antofagasta,1,1
2016-08-06,Unión Española,Universidad de Concepcion,3,0
2016-08-07,Temuco,Iquique,1,3
2016-08-08,Audax Italiano,Colo Colo,0,2
2016-08-08,Everton,San Luis,1,1
2016-08-12,Wanderers,Audax Italiano,2,0
2016-08-13,Iquique,O'Higgins,1,1
2016-08-13,San Luis,Universidad de Chile,2,4
2016-08-13,Colo Colo,Temuco,0,2
2016-08-13,Universidad de Concepcion,Everton,2,2
2016-08-14,Antofagasta,Cobresal,0,0
2016-08-14,Huachipato,Unión Española,2,2
2016-08-14,Universidad Catolica,Palestino,1,1
2016-08-19,Everton,Unión Española,1,1
2016-08-20,Cobresal,Iquique,1,2
2016-08-20,O'Higgins,Temuco,1,0
2016-08-20,Universidad de Chile,Universidad de Concepcion,3,1
2016-08-21,Palestino,San Luis,3,4
2016-08-21,Huachipato,Colo Colo,2,2
2016-08-21,Universidad Catolica,Wanderers,1,2
2016-08-21,Audax Italiano,Antofagasta,1,0
2016-08-26,Colo Colo,Iquique,0,2
2016-08-27,Universidad de Chile,Universidad Catolica,0,3
2016-08-27,Temuco,Cobresal,1,2
2016-08-27,Unión Española,O'Higgins,1,1
2016-08-28,Wanderers,Antofagasta,0,1
2016-08-28,Universidad de Concepcion,Audax Italiano,3,1
2016-08-28,San Luis,Huachipato,1,1
2016-08-29,Everton,Palestino,1,2
2016-09-09,Universidad Catolica,Everton,3,1
2016-09-10,Iquique,Universidad de Concepcion,0,2
2016-09-10,Palestino,Wanderers,1,0
2016-09-10,Temuco,San Luis,2,0
2016-09-11,O'Higgins,Huachipato,2,0
2016-09-11,Cobresal,Universidad de Chile,2,0
2016-09-11,Antofagasta,Colo Colo,2,2
2016-09-12,Audax Italiano,Unión Española,3,1
2016-09-23,Huachipato,Cobresal,4,1
2016-09-24,Colo Colo,Wanderers,1,1
2016-09-24,Everton,Temuco,1,2
2016-09-24,Universidad de Concepcion,Antofagasta,1,2
2016-09-25,San Luis,Universidad Catolica,2,0
2016-09-25,O'Higgins,Audax Italiano,1,2
2016-09-25,Universidad de Chile,Palestino,1,0
2016-09-25,Unión Española,Iquique,3,1
2016-10-01,Antofagasta,San Luis,1,0
2016-10-01,Cobresal,O'Higgins,2,1
2016-10-01,Universidad Catolica,Huachipato,2,1
2016-10-02,Colo Colo,Universidad de Chile,2,0
2016-10-02,Iquique,Palestino,2,2
2016-10-02,Temuco,Unión Española,1,2
2016-10-02,Audax Italiano,Everton,0,3
2016-11-13,Wanderers,Universidad de Concepcion,2,0
2016-10-14,San Luis,Cobresal,1,0
2016-10-15,Palestino,Antofagasta,5,1
2016-10-15,Wanderers,Everton,0,1
2016-10-15,Huachipato,Iquique,1,2
2016-10-15,Unión Española,Universidad Catolica,3,4
2016-10-15,Audax Italiano,Temuco,1,1
2016-10-16,Universidad de Concepcion,Colo Colo,0,2
2016-10-16,Universidad de Chile,O'Higgins,0,0
2016-10-29,Iquique,Wanderers,3,0
2016-10-29,Cobresal,Unión Española,0,2
2016-10-29,Universidad Catolica,Audax Italiano,4,1
2016-10-30,Everton,Universidad de Chile,2,2
2016-10-30,Antofagasta,Huachipato,3,0
2016-10-30,Colo Colo,San Luis,3,3
2016-10-30,Temuco,Universidad de Concepcion,1,0
2016-10-31,O'Higgins,Palestino,3,2
2016-11-05,Wanderers,Unión Española,0,2
2016-11-05,Cobresal,Audax Italiano,1,1
2016-11-05,O'Higgins,Antofagasta,3,1
2016-11-05,Universidad de Chile,Iquique,2,2
2016-11-06,Universidad Catolica,Colo Colo,2,2
2016-11-06,Palestino,Temuco,2,0
2016-11-06,San Luis,Universidad de Concepcion,2,0
2016-11-06,Huachipato,Everton,2,2
2016-11-18,Colo Colo,Cobresal,3,0
2016-11-19,Iquique,San Luis,3,1
2016-11-19,Everton,O'Higgins,2,2
2016-11-19,Unión Española,Universidad de Chile,2,3
2016-11-19,Universidad de Concepcion,Huachipato,2,2
2016-11-20,Temuco,Wanderers,2,3
2016-11-20,Antofagasta,Universidad Catolica,1,5
2016-11-20,Audax Italiano,Palestino,2,1
2016-11-25,Huachipato,Temuco,1,0
2016-11-26,Everton,Cobresal,2,1
2016-11-26,O'Higgins,Colo Colo,1,0
2016-11-26,Universidad Catolica,Universidad de Concepcion,2,0
2016-11-27,Antofagasta,Iquique,0,0
2016-11-27,San Luis,Wanderers,2,1
2016-11-27,Universidad de Chile,Audax Italiano,2,2
2016-11-28,Palestino,Unión Española,2,0
2016-12-01,Wanderers,Huachipato,0,2
2016-12-03,Cobresal,Palestino,0,2
2016-12-04,Temuco,Universidad de Chile,0,3
2016-12-04,Universidad de Concepcion,O'Higgins,3,1
2016-12-04,Unión Española,Antofagasta,2,1
2016-12-04,Iquique,Universidad Catolica,2,6
2016-12-04,Colo Colo,Everton,4,2
2016-12-04,Audax Italiano,San Luis,1,2
2016-12-08,Palestino,Colo Colo,1,2
2016-12-08,Audax Italiano,Iquique,1,2
2016-12-08,Unión Española,San Luis,1,0
2016-12-08,O'Higgins,Wanderers,4,0
2016-12-08,Temuco,Universidad Catolica,0,2
2016-12-09,Cobresal,Universidad de Concepcion,2,0
2016-12-09,Universidad de Chile,Huachipato,2,2
2016-12-10,Everton,Antofagasta,0,3
2017-02-04,Antofagasta,Everton,0,2
2017-02-04,Unión Española,Colo Colo,0,3
2017-02-04,Audax Italiano,Cobresal,2,0
2017-02-05,Iquique,Universidad de Chile,2,0
2017-02-05,Palestino,Universidad de Concepcion,1,2
2017-02-05,Universidad Catolica,San Luis,1,0
2017-02-14,Temuco,Huachipato,1,0
2017-03-15,Wanderers,O'Higgins,1,2
2017-02-10,Cobresal,Antofagasta,3,1
2017-02-10,San Luis,Iquique,2,3
2017-02-11,Huachipato,Palestino,3,2
2017-02-11,O'Higgins,Unión Española,2,0
2017-02-11,Universidad de Chile,Temuco,1,0
2017-02-12,Everton,Universidad Catolica,2,1
2017-02-12,Colo Colo,Audax Italiano,4,0
2017-02-12,Universidad de Concepcion,Wanderers,1,0
2017-02-17,Iquique,Cobresal,3,1
2017-02-17,Huachipato,Universidad de Chile,2,1
2017-02-18,Wanderers,Universidad Catolica,3,0
2017-02-18,Palestino,Audax Italiano,0,2
2017-02-18,Colo Colo,O'Higgins,2,1
2017-02-19,Antofagasta,Universidad de Concepcion,5,0
2017-02-19,San Luis,Everton,1,1
2017-02-19,Unión Española,Temuco,5,2
2017-02-24,Universidad de Concepcion,Iquique,1,1
2017-02-24,O'Higgins,Cobresal,4,1
2017-02-25,Antofagasta,Palestino,1,1
2017-02-25,Universidad de Chile,Everton,0,0
2017-02-25,Audax Italiano,Huachipato,3,2
2017-02-26,Temuco,Colo Colo,2,2
2017-02-26,Wanderers,San Luis,0,3
2017-02-26,Universidad Catolica,Unión Española,2,3
2017-03-03,Iquique,Audax Italiano,2,2
2017-03-03,Unión Española,Huachipato,3,0
2017-03-04,Everton,Wanderers,2,2
2017-03-04,Colo Colo,Universidad Catolica,2,0
2017-03-04,Cobresal,Temuco,1,2
2017-03-05,Palestino,Universidad de Chile,1,3
2017-03-05,San Luis,Antofagasta,0,5
2017-03-06,O'Higgins,Universidad de Concepcion,1,1
2017-03-10,Temuco,Everton,1,2
2017-03-10,Universidad de Concepcion,San Luis,3,0
2017-03-11,Wanderers,Colo Colo,0,2
2017-03-11,Palestino,Iquique,0,2
2017-03-11,Universidad Catolica,Antofagasta,4,1
2017-03-12,Huachipato,O'Higgins,0,2
2017-03-23,Audax Italiano,Universidad de Chile,0,3
2017-03-23,Unión Española,Cobresal,3,0
2017-03-17,San Luis,Palestino,2,2
2017-03-17,Everton,Universidad de Concepcion,2,0
2017-03-18,Antofagasta,Wanderers,1,1
2017-03-18,Colo Colo,Huachipato,0,0
2017-03-19,Cobresal,Universidad Catolica,1,2
2017-03-19,Universidad de Chile,Unión Española,2,1
2017-03-20,Temuco,Audax Italiano,1,1
2017-03-20,O'Higgins,Iquique,1,1
2017-03-31,Antofagasta,Unión Española,1,1
2017-04-01,Universidad de Concepcion,Universidad de Chile,0,0
2017-04-01,Cobresal,Everton,1,1
2017-04-01,Wanderers,Palestino,5,2
2017-04-01,Universidad Catolica,Temuco,2,1
2017-04-02,Iquique,Colo Colo,3,2
2017-04-02,Huachipato,San Luis,3,2
2017-04-02,Audax Italiano,O'Higgins,2,1
2017-04-07,Palestino,Universidad Catolica,0,0
2017-04-08,Universidad de Chile,Colo Colo,0,2
2017-04-08,Huachipato,Antofagasta,0,0
2017-04-08,Everton,Iquique,0,0
2017-04-08,Universidad de Concepcion,Cobresal,4,0
2017-04-09,Temuco,O'Higgins,2,0
2017-04-09,San Luis,Audax Italiano,1,0
2017-04-09,Unión Española,Wanderers,1,0
2017-04-13,Cobresal,San Luis,1,2
2017-04-15,Iquique,Huachipato,1,2
2017-04-15,Colo Colo,Universidad de Concepcion,3,0
2017-04-15,O'Higgins,Everton,1,0
2017-04-15,Unión Española,Palestino,1,2
2017-04-16,Wanderers,Temuco,1,2
2017-04-16,Antofagasta,Universidad de Chile,0,1
2017-04-16,Audax Italiano,Universidad Catolica,1,2
2017-04-21,Universidad Catolica,O'Higgins,5,2
2017-04-22,Iquique,Unión Española,2,2
2017-04-22,Universidad de Chile,Wanderers,2,0
2017-04-22,Temuco,Antofagasta,2,0
2017-04-22,Everton,Audax Italiano,2,2
2017-04-23,Palestino,Cobresal,3,2
2017-04-23,San Luis,Colo Colo,1,0
2017-04-23,Huachipato,Universidad de Concepcion,0,0
2017-04-28,Universidad de Concepcion,Temuco,1,0
2017-04-29,Universidad Catolica,Universidad de Chile,3,1
2017-04-29,Cobresal,Huachipato,3,2
2017-04-29,Wanderers,Iquique,1,1
2017-04-29,Unión Española,Everton,2,1
2017-04-30,O'Higgins,San Luis,2,1
2017-04-30,Antofagasta,Audax Italiano,1,0
2017-04-30,Colo Colo,Palestino,0,0
2017-05-05,Universidad de Concepcion,Unión Española,0,0
2017-05-05,Universidad de Chile,Cobresal,4,0
2017-05-06,Palestino,O'Higgins,1,1
2017-05-06,San Luis,Temuco,1,1
2017-05-06,Audax Italiano,Wanderers,3,0
2017-05-07,Everton,Colo Colo,2,3
2017-05-07,Iquique,Antofagasta,2,4
2017-05-07,Huachipato,Universidad Catolica,2,1
2017-05-12,Everton,Huachipato,2,0
2017-05-13,Wanderers,Cobresal,1,1
2017-05-13,Audax Italiano,Universidad de Concepcion,0,3
2017-05-13,Universidad Catolica,Iquique,2,0
2017-05-13,San Luis,Unión Española,3,2
2017-05-14,Temuco,Palestino,1,0
2017-05-14,Colo Colo,Antofagasta,1,1
2017-05-14,O'Higgins,Universidad de Chile,0,3
2017-05-18,Huachipato,Wanderers,1,4
2017-05-19,Unión Española,Audax Italiano,1,1
2017-05-20,Iquique,Temuco,1,0
2017-05-20,Cobresal,Colo Colo,1,3
2017-05-20,Universidad de Chile,San Luis,1,0
2017-05-20,Universidad de Concepcion,Universidad Catolica,0,0
2017-05-21,Palestino,Everton,1,0
2017-05-21,Antofagasta,O'Higgins,0,0
2017-07-28,San Luis,Huachipato,2,0
2017-07-29,Iquique,Everton,0,1
2017-07-29,Curicó,Universidad de Chile,0,1
2017-07-29,Audax Italiano,Palestino,2,1
2017-07-29,Universidad Catolica,Universidad de Concepcion,0,0
2017-07-30,Wanderers,Unión Española,0,0
2017-07-30,Temuco,O'Higgins,2,0
2017-07-30,Colo Colo,Antofagasta,0,0
2017-08-04,Universidad de Chile,Temuco,2,1
2017-08-05,Palestino,Curicó,2,1
2017-08-05,Universidad de Concepcion,Wanderers,2,2
2017-08-05,Unión Española,Universidad Catolica,1,0
2017-08-05,Everton,San Luis,4,0
2017-08-06,O'Higgins,Colo Colo,1,3
2017-08-06,Huachipato,Audax Italiano,2,1
2017-08-06,Antofagasta,Iquique,0,0
2017-08-11,O'Higgins,Unión Española,0,2
2017-08-12,Curicó,Wanderers,1,1
2017-08-12,Temuco,Huachipato,0,0
2017-08-12,Universidad Catolica,Everton,1,1
2017-08-13,San Luis,Universidad de Chile,2,0
2017-08-13,Universidad de Concepcion,Antofagasta,0,0
2017-08-13,Audax Italiano,Iquique,1,3
2017-08-15,Palestino,Colo Colo,1,1
2017-08-18,Audax Italiano,Temuco,2,1
2017-08-19,Wanderers,Universidad Catolica,1,1
2017-08-19,Unión Española,San Luis,1,0
2017-08-19,Antofagasta,Palestino,2,1
2017-08-19,Colo Colo,Universidad de Concepcion,1,2
2017-08-20,Iquique,Curicó,0,1
2017-08-20,Everton,O'Higgins,1,1
2017-08-20,Universidad de Chile,Huachipato,3,2
2017-08-25,Wanderers,Iquique,0,0
2017-08-26,Palestino,San Luis,1,3
2017-08-26,Temuco,Everton,0,1
2017-08-26,Universidad Catolica,Curicó,1,0
2017-08-26,Huachipato,Unión Española,0,1
2017-08-27,Colo Colo,Universidad de Chile,4,1
2017-08-27,Universidad de Concepcion,Audax Italiano,1,1
2017-08-27,O'Higgins,Antofagasta,0,2
2017-09-08,Unión Española,Universidad de Concepcion,1,0
2017-09-09,Iquique,Colo Colo,1,1
2017-09-09,San Luis,Wanderers,0,2
2017-09-09,Universidad de Chile,O'Higgins,2,2
2017-09-09,Curicó,Temuco,1,1
2017-09-10,Audax Italiano,Universidad Catolica,2,2
2017-09-10,Everton,Palestino,3,1
2017-09-10,Antofagasta,Huachipato,1,0
2017-09-22,Colo Colo,San Luis,3,0
2017-09-23,Antofagasta,Unión Española,0,0
2017-09-23,Universidad de Chile,Everton,2,2
2017-09-23,Universidad de Concepcion,Curicó,0,1
2017-09-24,O'Higgins,Palestino,2,1
2017-09-24,Temuco,Universidad Catolica,1,0
2017-09-24,Wanderers,Audax Italiano,1,3
2017-09-24,Huachipato,Iquique,1,0
2017-09-29,Curicó,Antofagasta,0,1
2017-09-30,Unión Española,Universidad de Chile,0,0
2017-09-30,Iquique,Universidad de Concepcion,0,4
2017-09-30,Huachipato,Wanderers,1,0
2017-09-30,San Luis,O'Higgins,2,1
2017-10-01,Universidad Catolica,Colo Colo,0,1
2017-10-01,Palestino,Temuco,2,2
2017-10-01,Audax Italiano,Everton,3,0
2017-10-13,Everton,Curicó,1,1
2017-10-14,Temuco,San Luis,1,1
2017-10-14,Palestino,Unión Española,4,0
2017-10-14,Antofagasta,Universidad de Chile,0,2
2017-10-14,Universidad Catolica,Iquique,2,0
2017-10-15,Colo Colo,Wanderers,2,0
2017-10-15,Universidad de Concepcion,Huachipato,1,0
2017-10-15,O'Higgins,Audax Italiano,1,2
2017-10-21,Iquique,Temuco,0,1
2017-10-21,Huachipato,Universidad Catolica,3,1
2017-10-21,Audax Italiano,Colo Colo,0,3
2017-10-21,San Luis,Antofagasta,1,3
2017-10-22,Wanderers,Everton,3,3
2017-10-22,Universidad de Concepcion,O'Higgins,2,2
2017-10-22,Curicó,Unión Española,0,1
2017-10-22,Universidad de Chile,Palestino,2,1
2017-10-28,Temuco,Colo Colo,1,0
2017-10-28,Palestino,Huachipato,0,1
2017-10-28,Unión Española,Iquique,4,2
2017-10-28,Curicó,San Luis,1,0
2017-10-29,Universidad de Chile,Universidad Catolica,1,0
2017-10-29,Everton,Universidad de Concepcion,2,1
2017-10-29,O'Higgins,Wanderers,0,3
2017-10-29,Antofagasta,Audax Italiano,1,1
2017-11-03,Universidad de Concepcion,Palestino,1,1
2017-11-04,Wanderers,Universidad de Chile,0,1
2017-11-04,Huachipato,Everton,1,2
2017-11-04,Audax Italiano,Curicó,2,0
2017-11-04,Universidad Catolica,San Luis,0,2
2017-11-05,Iquique,O'Higgins,0,1
2017-11-05,Temuco,Antofagasta,1,0
2017-11-05,Colo Colo,Unión Española,5,2
2017-11-24,San Luis,Universidad de Concepcion,0,0
2017-11-25,Palestino,Iquique,1,0
2017-11-25,Universidad de Chile,Audax Italiano,0,3
2017-11-25,O'Higgins,Universidad Catolica,3,1
2017-11-25,Curicó,Huachipato,1,0
2017-11-26,Everton,Colo Colo,2,3
2017-11-26,Antofagasta,Wanderers,2,2
2017-11-26,Unión Española,Temuco,1,1
2017-11-30,O'Higgins,Huachipato,1,0
2017-12-02,Iquique,San Luis,2,1
2017-12-03,Colo Colo,Curicó,3,2
2017-12-03,Audax Italiano,Unión Española,0,2
2017-12-03,Universidad de Concepcion,Universidad de Chile,1,3
2017-12-03,Everton,Antofagasta,1,0
2017-12-04,Wanderers,Temuco,1,1
2017-12-04,Universidad Catolica,Palestino,4,1
2017-12-09,Temuco,Universidad de Concepcion,1,1
2017-12-09,Unión Española,Everton,2,0
2017-12-09,Huachipato,Colo Colo,0,3
2017-12-09,Universidad de Chile,Iquique,1,0
2017-12-09,San Luis,Audax Italiano,1,1
2017-12-10,Antofagasta,Universidad Catolica,2,4
2017-12-10,Palestino,Wanderers,0,0
2017-12-10,Curicó,O'Higgins,1,0
2018-02-02,Universidad Catolica,Temuco,2,1
2018-02-03,Antofagasta,Colo Colo,1,2
2018-02-03,Palestino,Union Calera,1,2
2018-02-03,Universidad de Concepcion,O'Higgins,0,2
2018-02-04,Everton,Iquique,2,3
2018-02-04,Universidad de Chile,Unión Española,1,2
2018-02-04,Audax Italiano,Huachipato,2,4
2018-02-05,San Luis,Curicó,1,0
2018-02-09,Union Calera,Antofagasta,1,3
2018-02-09,Unión Española,Palestino,2,2
2018-02-10,Iquique,Universidad de Chile,1,3
2018-02-10,Temuco,Universidad de Concepcion,1,1
2018-02-11,Huachipato,San Luis,1,1
2018-02-11,Curicó,Universidad Catolica,1,3
2018-02-11,Colo Colo,Audax Italiano,3,2
2018-02-12,O'Higgins,Everton,1,2
2018-02-16,Universidad de Chile,San Luis,3,0
2018-02-17,Everton,Universidad Catolica,1,1
2018-02-17,Palestino,Colo Colo,2,1
2018-02-17,Universidad de Concepcion,Curicó,0,0
2018-02-18,Iquique,Union Calera,0,1
2018-02-18,O'Higgins,Huachipato,2,1
2018-02-18,Unión Española,Antofagasta,1,1
2018-02-19,Audax Italiano,Temuco,1,1
2018-02-23,Colo Colo,O'Higgins,1,1
2018-02-24,Huachipato,Universidad de Concepcion,3,0
2018-02-24,San Luis,Palestino,0,1
2018-02-24,Universidad Catolica,Union Calera,1,0
2018-02-25,Antofagasta,Iquique,2,1
2018-02-25,Temuco,Universidad de Chile,0,1
2018-02-25,Audax Italiano,Everton,1,0
2018-02-26,Curicó,Unión Española,4,4
2018-03-02,Palestino,Audax Italiano,1,1
2018-03-02,Everton,San Luis,2,1
2018-03-03,Colo Colo,Huachipato,2,1
2018-03-03,Unión Española,Universidad de Concepcion,2,3
2018-03-04,Iquique,Universidad Catolica,1,1
2018-03-04,Universidad de Chile,Antofagasta,2,0
2018-03-05,Union Calera,Curicó,0,0
2018-03-05,O'Higgins,Temuco,2,0
2018-03-16,Temuco,Palestino,3,2
2018-03-17,Everton,Universidad de Chile,0,1
